 id time_cycles setting_1 setting_2 setting_3 s_1 s_2 s_3 s_4 s_5 s_6 s_7 s_8 s_9 s_10 s_11 s_12 s_13 s_14 s_15 s_16 s_17 s_18 s_19 s_20 s_21
1837 9 125 -0.0037 -0.0005 100.0 518.67 642.74 1586.93 1402.64 14.62 21.6 554.35 2388.05 9081.28 1.3 47.31 522.01 2388.0 8165.9 8.4323 0.03 392 2388 100.0 38.77 23.4928
1838 9 126 -0.0015 0.0 100.0 518.67 642.68 1583.34 1398.03 14.62 21.61 553.9 2387.98 9080.82 1.3 47.28 521.66 2387.96 8163.95 8.4223 0.03 392 2388 100.0 38.99 23.2663
1839 9 127 -0.0057 0.0004 100.0 518.67 642.36 1588.29 1403.56 14.62 21.61 554.1 2388.04 9084.48 1.3 47.25 522.3 2387.96 8160.31 8.4028 0.03 393 2388 100.0 39.09 23.3348
1840 9 128 -0.0057 0.0001 100.0 518.67 642.43 1589.84 1406.91 14.62 21.61 554.93 2388.03 9086.47 1.3 47.36 521.64 2388.05 8163.24 8.4079 0.03 392 2388 100.0 38.97 23.3642
1841 9 129 -0.0049 0.0 100.0 518.67 642.77 1588.02 1399.03 14.62 21.61 553.8 2387.99 9082.14 1.3 47.4 522.08 2388.02 8169.03 8.4154 0.03 393 2388 100.0 38.85 23.4363
1842 9 130 -0.0014 0.0002 100.0 518.67 642.6 1589.58 1399.16 14.62 21.61 554.4 2387.98 9089.94 1.3 47.37 522.07 2387.98 8172.39 8.408 0.03 393 2388 100.0 39.02 23.4145
1843 9 131 -0.0023 0.0003 100.0 518.67 642.25 1589.06 1395.46 14.62 21.61 553.95 2387.98 9086.07 1.3 47.43 522.04 2388.01 8171.99 8.375 0.03 394 2388 100.0 38.84 23.3274
1844 9 132 0.0034 -0.0004 100.0 518.67 642.15 1593.99 1397.84 14.62 21.61 553.57 2388.04 9082.92 1.3 47.38 522.34 2388.04 8168.49 8.416 0.03 392 2388 100.0 38.87 23.306
1845 9 133 -0.0001 0.0004 100.0 518.67 642.73 1587.86 1406.84 14.62 21.61 554.48 2387.97 9088.3 1.3 47.28 521.8 2387.97 8162.61 8.4072 0.03 392 2388 100.0 39.06 23.2638
1846 9 134 0.0033 -0.0004 100.0 518.67 642.61 1593.65 1408.87 14.62 21.61 553.87 2388.01 9091.7 1.3 47.26 522.42 2388.02 8171.6 8.4193 0.03 391 2388 100.0 38.97 23.3152
1847 9 135 0.0006 -0.0 100.0 518.67 642.26 1594.48 1397.92 14.62 21.61 553.79 2388.05 9093.5 1.3 47.49 522.14 2387.98 8172.74 8.3921 0.03 393 2388 100.0 38.95 23.3671
1848 9 136 -0.0003 0.0003 100.0 518.67 642.57 1588.21 1405.17 14.62 21.61 554.32 2388.03 9093.1 1.3 47.44 521.96 2388.06 8169.7 8.4226 0.03 392 2388 100.0 38.75 23.3723
1849 9 137 -0.0048 -0.0001 100.0 518.67 642.63 1594.85 1404.57 14.62 21.61 554.2 2388.02 9092.35 1.3 47.26 521.37 2387.97 8166.88 8.4244 0.03 392 2388 100.0 38.99 23.3045
1850 9 138 -0.0023 0.0005 100.0 518.67 642.6 1590.0 1401.97 14.62 21.61 554.07 2387.94 9096.42 1.3 47.29 521.83 2387.88 8171.26 8.4119 0.03 391 2388 100.0 38.85 23.4244
1851 9 139 -0.0045 -0.0003 100.0 518.67 642.67 1593.77 1405.55 14.62 21.61 554.29 2388.04 9100.05 1.3 47.16 522.16 2387.96 8174.39 8.4192 0.03 393 2388 100.0 38.8 23.3646
1852 9 140 0.0005 -0.0005 100.0 518.67 642.9 1595.5 1399.53 14.62 21.61 553.82 2388.02 9091.95 1.3 47.37 521.92 2388.03 8169.43 8.4102 0.03 393 2388 100.0 39.06 23.4891
1853 9 141 -0.002 -0.0001 100.0 518.67 642.57 1589.27 1402.76 14.62 21.61 554.32 2387.98 9094.64 1.3 47.29 522.24 2387.96 8171.09 8.4445 0.03 394 2388 100.0 38.95 23.2601
1854 9 142 0.001 -0.0002 100.0 518.67 642.15 1582.78 1403.63 14.62 21.61 554.09 2388.03 9102.75 1.3 47.31 521.54 2388.03 8174.26 8.4111 0.03 394 2388 100.0 38.87 23.2932
1855 9 143 -0.0009 -0.0002 100.0 518.67 642.16 1591.78 1405.24 14.62 21.61 554.33 2388.04 9099.46 1.3 47.43 522.49 2388.03 8175.63 8.4191 0.03 393 2388 100.0 38.86 23.412
1856 9 144 0.0003 -0.0005 100.0 518.67 642.58 1593.66 1405.62 14.62 21.61 553.87 2387.99 9091.19 1.3 47.38 521.85 2388.02 8175.2 8.4566 0.03 391 2388 100.0 38.78 23.2728
1857 9 145 0.0024 -0.0004 100.0 518.67 642.16 1591.9 1399.45 14.62 21.61 554.12 2387.96 9091.96 1.3 47.35 521.85 2388.03 8175.43 8.4392 0.03 392 2388 100.0 38.86 23.2554
1858 9 146 0.0006 -0.0005 100.0 518.67 642.96 1582.97 1405.57 14.62 21.61 553.96 2387.99 9095.13 1.3 47.5 522.19 2387.98 8173.26 8.438 0.03 392 2388 100.0 38.91 23.3391
1859 9 147 0.002 0.0003 100.0 518.67 642.18 1588.5 1404.5 14.62 21.61 554.07 2387.96 9100.27 1.3 47.37 522.08 2387.99 8171.61 8.4109 0.03 394 2388 100.0 38.78 23.3047
1860 9 148 0.0029 -0.0003 100.0 518.67 641.94 1591.11 1400.75 14.62 21.61 553.62 2388.07 9099.55 1.3 47.47 521.9 2388.04 8177.85 8.3997 0.03 393 2388 100.0 38.77 23.3213
1861 9 149 -0.0019 0.0004 100.0 518.67 642.6 1589.07 1401.45 14.62 21.61 554.24 2387.99 9106.83 1.3 47.05 522.38 2388.03 8178.21 8.4184 0.03 392 2388 100.0 38.86 23.3484
1862 9 150 0.0008 0.0004 100.0 518.67 642.32 1594.79 1406.44 14.62 21.61 553.97 2388.04 9102.61 1.3 47.33 521.78 2387.99 8178.9 8.4054 0.03 392 2388 100.0 38.98 23.2999
1863 9 151 -0.0042 -0.0003 100.0 518.67 641.94 1583.76 1407.19 14.62 21.61 553.95 2388.03 9110.49 1.3 47.41 522.21 2387.94 8179.13 8.4205 0.03 393 2388 100.0 39.1 23.3506
1864 9 152 -0.0007 -0.0002 100.0 518.67 642.65 1586.94 1419.46 14.62 21.61 554.41 2388.0 9105.06 1.3 47.56 522.89 2388.0 8182.54 8.4164 0.03 394 2388 100.0 38.89 23.172
1865 9 153 0.0016 0.0001 100.0 518.67 642.2 1589.11 1410.85 14.62 21.61 553.88 2388.01 9109.33 1.3 47.48 521.62 2388.02 8179.42 8.418 0.03 394 2388 100.0 38.86 23.2934
1866 9 154 -0.0013 -0.0004 100.0 518.67 642.66 1593.14 1405.96 14.62 21.61 554.24 2388.02 9102.94 1.3 47.37 521.6 2388.03 8185.48 8.4437 0.03 395 2388 100.0 38.71 23.2834
1867 9 155 0.0008 0.0001 100.0 518.67 642.86 1588.68 1411.51 14.62 21.61 553.61 2388.04 9105.08 1.3 47.46 522.01 2388.03 8182.74 8.4114 0.03 393 2388 100.0 38.89 23.2729
1868 9 156 -0.0 0.0002 100.0 518.67 642.68 1585.05 1404.54 14.62 21.61 554.5 2388.07 9106.52 1.3 47.45 521.33 2388.01 8180.85 8.4406 0.03 394 2388 100.0 38.8 23.3428
1869 9 157 -0.0005 -0.0 100.0 518.67 642.82 1591.95 1401.39 14.62 21.61 554.36 2388.05 9117.58 1.3 47.5 522.01 2388.01 8180.59 8.4341 0.03 393 2388 100.0 38.86 23.2617
1870 9 158 0.003 -0.0004 100.0 518.67 642.61 1594.78 1399.17 14.62 21.6 553.56 2387.97 9116.11 1.3 47.44 521.89 2388.02 8188.3 8.4119 0.03 392 2388 100.0 38.89 23.2962
1871 9 159 0.0005 0.0003 100.0 518.67 642.67 1585.67 1401.96 14.62 21.61 554.01 2388.04 9115.42 1.3 47.41 521.28 2388.01 8185.06 8.4398 0.03 394 2388 100.0 38.72 23.4176
1872 9 160 -0.0026 -0.0003 100.0 518.67 642.47 1588.7 1407.75 14.62 21.61 555.05 2388.02 9116.9 1.3 47.49 521.52 2387.99 8192.76 8.39 0.03 394 2388 100.0 38.64 23.2255
1873 9 161 0.0006 0.0001 100.0 518.67 642.96 1584.58 1412.27 14.62 21.61 554.44 2388.01 9111.74 1.3 47.44 521.51 2388.01 8189.92 8.4236 0.03 393 2388 100.0 38.76 23.2392
1874 9 162 -0.0019 -0.0003 100.0 518.67 642.76 1592.35 1411.12 14.62 21.61 553.91 2388.02 9115.02 1.3 47.65 521.97 2388.02 8194.28 8.4316 0.03 394 2388 100.0 39.0 23.2257
1875 9 163 0.0012 0.0001 100.0 518.67 642.64 1589.33 1411.84 14.62 21.61 553.2 2388.02 9120.72 1.3 47.48 522.05 2388.04 8190.5 8.4667 0.03 393 2388 100.0 38.75 23.282
1876 9 164 0.0041 -0.0001 100.0 518.67 643.05 1596.45 1402.53 14.62 21.61 553.77 2388.08 9122.91 1.3 47.35 522.3 2387.98 8189.68 8.4182 0.03 392 2388 100.0 38.76 23.3422
1877 9 165 -0.0004 0.0001 100.0 518.67 642.56 1595.52 1411.15 14.62 21.61 553.75 2388.03 9131.26 1.3 47.65 521.93 2388.06 8189.52 8.4529 0.03 394 2388 100.0 38.9 23.3964
1878 9 166 0.0015 0.0003 100.0 518.67 642.96 1592.6 1411.1 14.62 21.61 553.73 2387.99 9123.34 1.3 47.58 521.47 2387.99 8194.4 8.4258 0.03 393 2388 100.0 38.89 23.3474
1879 9 167 0.0025 -0.0001 100.0 518.67 642.81 1589.01 1403.24 14.62 21.61 554.35 2388.04 9122.81 1.3 47.51 520.92 2388.09 8197.22 8.4609 0.03 393 2388 100.0 38.8 23.1219
1880 9 168 0.0015 -0.0003 100.0 518.67 642.77 1590.97 1411.1 14.62 21.61 553.62 2387.98 9131.74 1.3 47.51 521.1 2388.05 8194.48 8.4335 0.03 395 2388 100.0 38.8 23.3069
1881 9 169 -0.0033 -0.0002 100.0 518.67 642.83 1594.76 1404.33 14.62 21.61 554.16 2388.03 9128.49 1.3 47.39 521.84 2388.01 8198.27 8.4545 0.03 395 2388 100.0 38.66 23.2603
1882 9 170 0.001 -0.0003 100.0 518.67 642.61 1588.33 1410.55 14.62 21.61 553.2 2388.07 9135.12 1.3 47.69 521.8 2388.14 8209.53 8.4699 0.03 394 2388 100.0 38.8 23.2649
1883 9 171 0.0024 0.0002 100.0 518.67 642.34 1587.08 1418.0 14.62 21.61 552.79 2388.1 9142.03 1.3 47.83 521.36 2388.06 8202.43 8.4846 0.03 393 2388 100.0 39.06 23.2852
1884 9 172 0.0041 0.0004 100.0 518.67 643.07 1593.98 1410.93 14.62 21.61 553.53 2388.01 9133.2 1.3 47.58 521.37 2388.08 8202.5 8.4565 0.03 393 2388 100.0 38.78 23.2069
1885 9 173 -0.0029 -0.0004 100.0 518.67 642.57 1589.82 1403.42 14.62 21.61 553.84 2388.04 9131.44 1.3 47.51 521.43 2388.07 8209.55 8.4393 0.03 394 2388 100.0 38.75 23.2196
1886 9 174 0.0002 0.0001 100.0 518.67 642.57 1595.3 1417.95 14.62 21.61 553.52 2388.05 9143.61 1.3 47.57 520.99 2388.03 8210.34 8.4596 0.03 393 2388 100.0 38.73 23.2271
1887 9 175 0.0023 0.0001 100.0 518.67 642.89 1595.01 1412.09 14.62 21.61 552.79 2388.02 9137.19 1.3 47.45 521.28 2388.05 8207.79 8.4407 0.03 393 2388 100.0 38.79 23.2424
1888 9 176 0.001 -0.0001 100.0 518.67 643.16 1591.56 1408.48 14.62 21.61 553.89 2388.01 9139.98 1.3 47.6 521.38 2388.01 8214.49 8.4672 0.03 395 2388 100.0 38.78 23.2337
1889 9 177 -0.0047 0.0003 100.0 518.67 642.83 1595.84 1408.22 14.62 21.61 553.54 2388.07 9147.59 1.3 47.43 521.46 2388.08 8212.23 8.4358 0.03 396 2388 100.0 38.89 23.186
1890 9 178 -0.0013 -0.0002 100.0 518.67 643.3 1594.77 1407.18 14.62 21.61 552.79 2388.09 9151.39 1.3 47.72 521.66 2388.05 8217.98 8.4521 0.03 394 2388 100.0 38.72 23.3195
1891 9 179 0.0007 0.0003 100.0 518.67 643.01 1600.05 1412.2 14.62 21.61 553.9 2388.09 9156.95 1.3 47.66 521.22 2388.04 8216.9 8.4385 0.03 394 2388 100.0 38.73 23.2207
1892 9 180 -0.0008 0.0002 100.0 518.67 643.05 1594.96 1406.19 14.62 21.61 553.86 2388.05 9155.81 1.3 47.5 521.24 2388.1 8227.97 8.4948 0.03 394 2388 100.0 38.48 23.1341
1893 9 181 -0.0008 -0.0004 100.0 518.67 643.23 1602.99 1417.63 14.62 21.61 553.83 2388.0 9144.98 1.3 47.59 520.87 2388.08 8223.18 8.4468 0.03 395 2388 100.0 38.91 23.1923
1894 9 182 0.0002 -0.0004 100.0 518.67 643.01 1596.98 1416.51 14.62 21.61 552.95 2388.11 9162.89 1.3 47.59 520.88 2388.1 8220.13 8.4763 0.03 395 2388 100.0 38.66 23.1898
1895 9 183 0.0015 0.0004 100.0 518.67 643.07 1590.68 1410.37 14.62 21.61 552.94 2388.09 9167.16 1.3 47.68 521.63 2388.09 8229.79 8.4718 0.03 394 2388 100.0 38.61 23.2067
1896 9 184 -0.0024 -0.0001 100.0 518.67 643.55 1602.59 1415.55 14.62 21.61 553.87 2388.08 9163.47 1.3 47.76 521.04 2388.08 8230.96 8.4605 0.03 395 2388 100.0 38.62 23.1689
1897 9 185 0.002 -0.0004 100.0 518.67 643.2 1601.8 1420.83 14.62 21.61 552.81 2388.07 9162.66 1.3 47.78 521.04 2388.08 8229.33 8.5005 0.03 393 2388 100.0 38.63 23.1598
1898 9 186 -0.0004 0.0 100.0 518.67 643.16 1593.59 1415.44 14.62 21.61 552.4 2388.06 9171.18 1.3 47.66 521.29 2388.05 8238.32 8.4461 0.03 395 2388 100.0 38.71 23.1954
1899 9 187 -0.0022 -0.0 100.0 518.67 643.55 1607.04 1421.69 14.62 21.61 552.45 2388.07 9164.94 1.3 47.67 520.93 2388.08 8237.87 8.4938 0.03 395 2388 100.0 38.79 23.168
1900 9 188 -0.006 0.0003 100.0 518.67 642.83 1601.88 1417.4 14.62 21.61 552.83 2388.13 9171.99 1.3 47.85 520.79 2388.07 8240.06 8.4992 0.03 395 2388 100.0 38.46 23.2898
1901 9 189 0.0025 -0.0002 100.0 518.67 642.84 1596.03 1418.62 14.62 21.61 552.84 2388.04 9178.37 1.3 47.9 521.39 2388.11 8243.94 8.4522 0.03 396 2388 100.0 38.64 23.0994
1902 9 190 -0.0016 0.0002 100.0 518.67 643.73 1595.56 1417.78 14.62 21.61 553.36 2388.12 9188.49 1.3 47.92 520.98 2388.1 8242.41 8.4987 0.03 396 2388 100.0 38.52 23.1614
1903 9 191 -0.0001 -0.0001 100.0 518.67 643.38 1602.92 1423.1 14.62 21.61 552.52 2388.12 9183.92 1.3 47.89 520.79 2388.1 8248.3 8.4932 0.03 395 2388 100.0 38.68 23.2104
1904 9 192 0.0015 0.0004 100.0 518.67 643.23 1598.22 1420.21 14.62 21.61 552.31 2388.15 9189.49 1.3 47.91 520.11 2388.08 8251.76 8.5037 0.03 396 2388 100.0 38.68 23.1819
1905 9 193 -0.0011 -0.0004 100.0 518.67 643.32 1602.15 1427.4 14.62 21.61 552.36 2388.12 9191.59 1.3 47.91 520.78 2388.17 8255.79 8.498 0.03 396 2388 100.0 38.67 23.0226
1906 9 194 -0.0001 -0.0 100.0 518.67 643.13 1599.34 1418.42 14.62 21.61 552.36 2388.16 9207.36 1.3 48.08 521.07 2388.07 8257.19 8.4414 0.03 396 2388 100.0 38.39 23.2319
1907 9 195 0.0007 0.0001 100.0 518.67 642.7 1602.99 1431.01 14.62 21.61 552.15 2388.09 9205.71 1.3 48.04 520.71 2388.13 8262.08 8.4908 0.03 396 2388 100.0 38.54 23.1513
1908 9 196 -0.0018 -0.0001 100.0 518.67 643.24 1597.81 1424.02 14.62 21.61 551.75 2388.12 9199.59 1.3 47.85 520.59 2388.07 8262.57 8.4898 0.03 396 2388 100.0 38.55 23.0542
1909 9 197 0.0006 0.0005 100.0 518.67 643.42 1596.7 1417.01 14.62 21.61 552.63 2388.15 9206.31 1.3 47.94 520.35 2388.09 8266.83 8.5095 0.03 396 2388 100.0 38.51 23.181
1910 9 198 0.0022 -0.0002 100.0 518.67 643.46 1599.45 1433.83 14.62 21.61 552.86 2388.15 9214.62 1.3 47.85 519.86 2388.13 8271.39 8.5206 0.03 397 2388 100.0 38.49 23.1286
1911 9 199 -0.0026 0.0002 100.0 518.67 643.69 1603.7 1429.19 14.62 21.61 551.71 2388.09 9220.88 1.3 47.82 520.5 2388.1 8272.83 8.5282 0.03 396 2388 100.0 38.4 23.0677
1912 9 200 -0.0014 -0.0004 100.0 518.67 643.4 1602.89 1431.95 14.62 21.61 552.29 2388.44 9224.87 1.3 47.98 520.35 2388.44 8279.79 8.4968 0.03 397 2388 100.0 38.43 23.1008
1913 9 201 -0.0016 0.0004 100.0 518.67 644.04 1595.36 1428.43 14.62 21.61 552.3 2388.5 9239.76 1.3 48.11 520.28 2388.56 8289.63 8.5156 0.03 399 2388 100.0 38.45 23.0284
1914 10 1 -0.0014 0.0004 100.0 518.67 641.92 1587.93 1392.2 14.62 21.61 554.37 2388.0 9051.46 1.3 47.05 522.54 2388.01 8137.61 8.4039 0.03 391 2388 100.0 39.04 23.5309
1915 10 2 0.0009 0.0005 100.0 518.67 642.22 1586.81 1392.03 14.62 21.61 554.76 2388.06 9057.03 1.3 47.2 523.04 2388.04 8142.57 8.3868 0.03 390 2388 100.0 39.05 23.3106
1916 10 3 0.0009 -0.0 100.0 518.67 642.16 1581.06 1395.51 14.62 21.61 554.42 2388.01 9047.45 1.3 47.19 522.22 2387.97 8136.85 8.4422 0.03 392 2388 100.0 39.01 23.5053
1917 10 4 0.001 0.0004 100.0 518.67 642.14 1590.17 1388.15 14.62 21.61 554.19 2387.99 9057.43 1.3 47.11 522.51 2388.03 8136.62 8.3928 0.03 391 2388 100.0 38.83 23.3314
1918 10 5 -0.002 -0.0003 100.0 518.67 642.13 1581.09 1396.37 14.62 21.6 554.26 2387.96 9046.16 1.3 47.2 522.29 2388.01 8138.95 8.3879 0.03 392 2388 100.0 39.06 23.4651
1919 10 6 0.0032 0.0004 100.0 518.67 641.99 1585.13 1394.91 14.62 21.61 554.48 2388.02 9054.59 1.3 47.03 522.36 2388.02 8142.12 8.383 0.03 390 2388 100.0 39.08 23.3655
1920 10 7 -0.0017 0.0002 100.0 518.67 642.44 1582.96 1394.26 14.62 21.61 555.06 2388.01 9051.7 1.3 47.22 522.87 2388.03 8139.16 8.3977 0.03 391 2388 100.0 38.99 23.4053
1921 10 8 0.0011 -0.0003 100.0 518.67 641.61 1584.53 1392.39 14.62 21.61 554.28 2388.03 9055.99 1.3 47.24 522.29 2388.0 8136.8 8.3813 0.03 391 2388 100.0 39.18 23.4135
1922 10 9 0.0019 0.0003 100.0 518.67 641.78 1580.52 1401.27 14.62 21.61 554.27 2388.03 9055.41 1.3 47.04 522.29 2387.97 8136.08 8.3836 0.03 392 2388 100.0 38.98 23.4868
1923 10 10 -0.0025 -0.0001 100.0 518.67 642.02 1581.9 1398.55 14.62 21.61 555.23 2388.0 9052.61 1.3 47.12 522.25 2388.0 8138.6 8.3644 0.03 392 2388 100.0 38.93 23.3787
1924 10 11 0.0002 0.0005 100.0 518.67 642.48 1585.62 1400.69 14.62 21.61 553.8 2388.02 9047.32 1.3 47.16 522.62 2387.97 8135.34 8.3862 0.03 391 2388 100.0 38.86 23.4401
1925 10 12 0.0017 0.0001 100.0 518.67 642.2 1591.59 1396.26 14.62 21.61 554.67 2388.0 9049.4 1.3 46.99 522.68 2387.99 8137.7 8.3809 0.03 392 2388 100.0 39.03 23.4179
1926 10 13 0.0022 0.0 100.0 518.67 641.98 1578.1 1395.18 14.62 21.6 554.77 2387.99 9048.49 1.3 47.18 522.03 2387.99 8135.65 8.3773 0.03 391 2388 100.0 38.89 23.3528
1927 10 14 0.0013 0.0005 100.0 518.67 642.03 1583.94 1400.37 14.62 21.61 553.95 2388.06 9043.1 1.3 47.09 522.28 2388.02 8138.34 8.3997 0.03 393 2388 100.0 39.12 23.3564
1928 10 15 -0.0074 0.0001 100.0 518.67 642.3 1586.21 1393.99 14.62 21.61 554.72 2388.02 9050.98 1.3 47.18 522.69 2388.02 8138.43 8.4346 0.03 393 2388 100.0 39.0 23.4487
1929 10 16 0.0027 -0.0003 100.0 518.67 641.87 1589.94 1397.33 14.62 21.6 554.65 2388.01 9052.18 1.3 47.06 522.35 2388.02 8138.18 8.3577 0.03 392 2388 100.0 39.0 23.4001
1930 10 17 -0.0014 0.0003 100.0 518.67 641.79 1585.44 1400.99 14.62 21.61 554.62 2387.99 9053.78 1.3 47.03 522.61 2388.03 8141.13 8.4136 0.03 392 2388 100.0 39.05 23.403
1931 10 18 -0.002 0.0001 100.0 518.67 641.87 1580.13 1395.47 14.62 21.61 554.67 2388.03 9053.77 1.3 47.32 522.07 2388.0 8140.58 8.3947 0.03 392 2388 100.0 39.12 23.3682
1932 10 19 0.001 0.0002 100.0 518.67 642.29 1589.25 1396.14 14.62 21.6 554.48 2387.99 9058.24 1.3 47.11 522.27 2388.01 8139.5 8.3858 0.03 391 2388 100.0 39.14 23.4496
1933 10 20 0.0009 0.0002 100.0 518.67 641.88 1583.88 1397.1 14.62 21.61 554.12 2387.98 9047.22 1.3 47.23 522.42 2388.05 8138.14 8.3966 0.03 392 2388 100.0 39.04 23.4002
1934 10 21 0.0047 -0.0004 100.0 518.67 642.14 1580.79 1399.2 14.62 21.61 554.68 2388.01 9050.5 1.3 47.17 522.0 2388.0 8138.72 8.4168 0.03 391 2388 100.0 38.88 23.4053
1935 10 22 0.001 -0.0001 100.0 518.67 642.28 1588.92 1397.3 14.62 21.61 554.96 2387.99 9048.1 1.3 47.14 522.04 2388.01 8137.55 8.3823 0.03 393 2388 100.0 39.07 23.5493
1936 10 23 -0.0035 0.0003 100.0 518.67 642.36 1589.48 1395.85 14.62 21.61 554.58 2388.0 9047.9 1.3 47.18 522.35 2387.98 8137.34 8.4085 0.03 392 2388 100.0 38.87 23.4251
1937 10 24 -0.0047 -0.0004 100.0 518.67 642.0 1583.85 1393.75 14.62 21.61 554.92 2388.06 9062.47 1.3 47.33 522.84 2387.99 8140.26 8.3758 0.03 391 2388 100.0 39.11 23.4183
1938 10 25 -0.0036 0.0003 100.0 518.67 642.76 1581.08 1406.96 14.62 21.61 555.22 2388.01 9060.43 1.3 47.13 522.04 2387.96 8137.99 8.4141 0.03 391 2388 100.0 39.05 23.4275
1939 10 26 0.0008 0.0002 100.0 518.67 642.48 1590.13 1392.6 14.62 21.6 555.23 2388.06 9065.05 1.3 47.12 522.41 2388.03 8138.93 8.4004 0.03 392 2388 100.0 39.05 23.4433
1940 10 27 0.0013 0.0004 100.0 518.67 642.17 1582.59 1396.89 14.62 21.61 553.83 2388.05 9057.19 1.3 47.19 522.54 2387.99 8131.25 8.4325 0.03 392 2388 100.0 38.84 23.3362
1941 10 28 0.0007 0.0001 100.0 518.67 641.74 1585.77 1392.56 14.62 21.61 555.02 2387.98 9062.96 1.3 47.13 522.41 2387.99 8133.56 8.3943 0.03 391 2388 100.0 39.43 23.4076
1942 10 29 -0.0002 0.0003 100.0 518.67 641.47 1583.06 1396.87 14.62 21.61 555.42 2388.03 9056.01 1.3 47.01 521.41 2388.03 8143.37 8.3982 0.03 391 2388 100.0 39.19 23.4753
1943 10 30 0.0052 -0.0002 100.0 518.67 641.9 1587.36 1402.48 14.62 21.61 554.46 2388.02 9050.98 1.3 47.31 522.49 2388.0 8137.85 8.3667 0.03 390 2388 100.0 38.96 23.4173
1944 10 31 0.0024 0.0003 100.0 518.67 642.2 1586.25 1398.36 14.62 21.61 554.78 2388.0 9060.45 1.3 47.07 522.6 2387.98 8141.18 8.4126 0.03 391 2388 100.0 38.94 23.53
1945 10 32 -0.0016 -0.0002 100.0 518.67 641.84 1586.55 1392.5 14.62 21.61 554.77 2388.04 9052.01 1.3 47.09 522.38 2388.04 8136.92 8.3925 0.03 391 2388 100.0 38.87 23.3929
1946 10 33 0.0013 0.0001 100.0 518.67 642.55 1582.9 1396.54 14.62 21.61 554.63 2387.97 9057.24 1.3 47.16 522.44 2388.06 8141.19 8.3916 0.03 392 2388 100.0 39.13 23.4095
1947 10 34 0.0028 0.0002 100.0 518.67 642.52 1582.14 1397.64 14.62 21.61 554.21 2388.02 9049.47 1.3 47.3 522.3 2388.06 8137.06 8.4214 0.03 390 2388 100.0 39.0 23.5233
1948 10 35 -0.0017 0.0001 100.0 518.67 642.0 1585.28 1399.6 14.62 21.6 554.18 2388.0 9050.98 1.3 47.01 522.79 2388.03 8140.4 8.404 0.03 392 2388 100.0 38.89 23.4587
1949 10 36 -0.0021 0.0001 100.0 518.67 641.46 1580.69 1396.29 14.62 21.61 554.43 2388.01 9055.77 1.3 47.12 521.94 2388.01 8139.7 8.3686 0.03 392 2388 100.0 38.99 23.4019
1950 10 37 0.0026 0.0002 100.0 518.67 641.97 1575.6 1398.36 14.62 21.61 554.34 2388.0 9050.57 1.3 47.19 522.0 2387.99 8138.71 8.3769 0.03 392 2388 100.0 39.08 23.4904
1951 10 38 -0.0003 0.0004 100.0 518.67 642.2 1589.84 1397.83 14.62 21.61 555.12 2388.01 9054.18 1.3 47.29 522.7 2388.02 8141.1 8.4265 0.03 390 2388 100.0 39.13 23.3119
1952 10 39 -0.0019 -0.0002 100.0 518.67 642.78 1586.67 1390.9 14.62 21.61 554.76 2388.04 9051.09 1.3 47.09 522.74 2388.01 8131.66 8.434 0.03 390 2388 100.0 39.11 23.4868
1953 10 40 -0.0009 -0.0002 100.0 518.67 642.12 1583.04 1393.76 14.62 21.61 554.21 2388.07 9057.71 1.3 47.15 522.46 2388.02 8134.34 8.4005 0.03 391 2388 100.0 39.24 23.4566
1954 10 41 -0.0044 0.0003 100.0 518.67 641.64 1589.84 1393.32 14.62 21.61 554.62 2387.99 9060.44 1.3 47.2 522.13 2388.04 8137.48 8.3954 0.03 392 2388 100.0 39.02 23.4643
1955 10 42 0.0001 0.0002 100.0 518.67 641.48 1579.48 1398.05 14.62 21.61 554.76 2388.04 9053.26 1.3 47.11 522.59 2387.99 8138.49 8.4149 0.03 392 2388 100.0 39.09 23.4383
1956 10 43 0.002 -0.0 100.0 518.67 642.67 1571.04 1401.83 14.62 21.6 554.0 2388.06 9058.96 1.3 47.1 522.41 2388.0 8140.62 8.3808 0.03 390 2388 100.0 39.08 23.4559
1957 10 44 -0.0003 0.0003 100.0 518.67 642.14 1580.44 1399.42 14.62 21.61 554.22 2388.01 9048.6 1.3 47.16 522.19 2388.02 8129.38 8.4043 0.03 391 2388 100.0 39.08 23.4762
1958 10 45 -0.0002 0.0005 100.0 518.67 642.03 1580.26 1398.18 14.62 21.61 554.73 2388.01 9051.45 1.3 47.21 522.61 2388.06 8136.47 8.4005 0.03 391 2388 100.0 38.87 23.5226
1959 10 46 -0.0035 -0.0002 100.0 518.67 642.03 1587.64 1398.27 14.62 21.61 555.18 2387.99 9058.83 1.3 47.15 522.55 2388.0 8138.17 8.4128 0.03 393 2388 100.0 38.9 23.4497
1960 10 47 0.0018 -0.0004 100.0 518.67 642.08 1577.61 1393.94 14.62 21.61 554.03 2388.06 9056.99 1.3 47.08 522.52 2388.0 8144.46 8.3769 0.03 390 2388 100.0 38.87 23.4684
1961 10 48 0.0016 -0.0003 100.0 518.67 641.97 1583.8 1402.0 14.62 21.61 554.64 2387.98 9056.79 1.3 47.05 522.61 2387.99 8137.98 8.3727 0.03 391 2388 100.0 39.04 23.3365
